10		Lahko	Anseriformes	Sorsalinnut		
2850	x	LARHYP	Larus hyperboreus	Isolokki	Vittrut	Glaucous Gull
2860		LARMAR	Larus marinus	Merilokki	Havstrut	Great Black-backed Gull
2870	x	Lahko	Pteroclidiformes	Hietakanalinnut		
2890	x	SYRPAR	Syrrhaptes paradoxus	Arokyyhky	Stäppflyghöna	Pallas's Sandgrouse
2900		Lahko	Columbiformes	Kyyhkylinnut		
2920		COLLIV	Columba livia	Kesykyyhky (pulu)	Klippduva	Common Pigeon
2930		COLOEN	Columba oenas	Uuttukyyhky	Skogsduva	Stock Dove
2940		COLPAL	Columba palumbus	Sepelkyyhky	Ringduva	Common Wood Pigeon
2950	x	STRDEC	Streptopelia decaocto	Turkinkyyhky	Turkduva	Eurasian Collared Dove
2960	x	STRTUR	Streptopelia turtur	Turturikyyhky	Turturduva	European Turtle Dove
2970	x	STRORI	Streptopelia orientalis	Idänturturikyyhky	Större turturduva	Oriental Turtle Dove
2980		Lahko	Cuculiformes	Käkilinnut		
3000	x	CLAGLA	Clamator glandarius	Harakkakäki	Skatgök	Great Spotted Cuckoo
3010		CUCCAN	Cuculus canorus	Käki	Gök	Common Cuckoo
3020	x	CUCSAT	Cuculus saturatus	Idänkäki	Tajgagök	Oriental Cuckoo
3030		Lahko	Strigiformes	 Pöllölinnut		
3050	x	TYTALB	Tyto alba	Tornipöllö	Tornuggla	Barn Owl
3070	x	OTUSCO	Otus scops	Kyläpöllönen	Dvärguv	Eurasian Scops Owl
3080		BUBBUB	Bubo bubo	Huuhkaja	Berguv	Eurasian Eagle Owl
3090	x	BUBSCA	Bubo scandiacus	Tunturipöllö	Fjälluggla	Snowy Owl
3100		SURULU	Surnia ulula	Hiiripöllö	Hökuggla	Northern Hawk Owl
3110		GLAPAS	Glaucidium passerinum	Varpuspöllö	Sparvuggla	Eurasian Pygmy Owl
3120	x	ATHNOC	Athene noctua	Minervanpöllö	Minervauggla	Little Owl
3130		STRALU	Strix aluco	Lehtopöllö	Kattuggla	Tawny Owl
3140		STRURA	Strix uralensis	Viirupöllö	Slaguggla	Ural Owl
3150		STRNEB	Strix nebulosa	Lapinpöllö	Lappuggla	Great Grey Owl
3160		ASIOTU	Asio otus	Sarvipöllö	Hornuggla	Long-eared Owl
3170		ASIFLA	Asio flammeus	Suopöllö	Jorduggla	Short-eared Owl
3180		AEGFUN	Aegolius funereus	Helmipöllö	Pärluggla	Boreal Owl
3190		Lahko	Caprimulgiformes	Kehrääjälinnut		
3210		CAPEUR	Caprimulgus europaeus	Kehrääjä	Nattskärra	European Nightjar
3220		Lahko	Apodiformes	Kirskulinnut		
3240	x	HIRCAU	Hirundapus caudacutus	Piikkipyrstökiitäjä	Taggstjärtseglare	White-throated Needletail
3250		APUAPU	Apus apus	Tervapääsky	Tornseglare	Common Swift
3260	x	APUPAL	Apus pallidus	Vaaleakiitäjä	Blek tornseglare	Pallid Swift
3270	x	APUMEL	Apus melba	Alppikiitäjä	Alpseglare	Alpine Swift
3280	x	APUCAF	Apus caffer	Häätökiitäjä	Kafferseglare	White-rumped Swift
3290	x	Lahko	Coraciiformes	Säihkylinnut		
3310	x	ALCATT	Alcedo atthis	Kuningaskalastaja	Kungsfiskare	Common Kingfisher
3330	x	MERAPI	Merops apiaster	Mehiläissyöjä	Biätare	European Bee-eater
3340	x	MERPER	Merops persicus	Vihermehiläissyöjä	Grön biätare	Blue-cheeked Bee-eater
3360	x	CORGAR	Coracias garrulus	Sininärhi	Blåkråka	European Roller
3380	x	UPUEPO	Upupa epops	Harjalintu	Härfågel	Hoopoe
3390		Lahko	Piciformes	Tikkalinnut		
3410		JYNTOR	Jynx torquilla	Käenpiika	Göktyta	Eurasian Wryneck
3420		PICCAN	Picus canus	Harmaapäätikka	Gråspett	Grey-headed Woodpecker
3430	x	PICVIR	Picus viridis	Vihertikka	Gröngöling	European Green Woodpecker
3440		DRYMAR	Dryocopus martius	Palokärki	Spillkråka	Black Woodpecker
3450		DENMAJ	Dendrocopos major	Käpytikka	Större hackspett	Great Spotted Woodpecker
3460	x	DENMED	Dendrocopos medius	Tammitikka	Mellanspett	Middle Spotted Woodpecker
3470	x	DENLEU	Dendrocopos leucotos	Valkoselkätikka	Vitryggig hackspett	White-backed Woodpecker
3480		DENMIN	Dendrocopos minor	Pikkutikka	Mindre hackspett	Lesser Spotted Woodpecker
3490		PICTRI	Picoides tridactylus	Pohjantikka	Tretåig hackspett	Three-toed Woodpecker
3500		Lahko	Passeriformes	Varpuslinnut		
3520	x	MELCAL	Melanocorypha calandra	Arokiuru	Kalanderlärka	Calandra Lark
3530	x	MELBIM	Melanocorypha bimaculata	Ylänkökiuru	Asiatisk kalanderlärka	Bimaculated Lark
3540	x	MELLEU	Melanocorypha leucoptera	Valkosiipikiuru	Vitvingad lärka	White-winged Lark
3550	x	MELYEL	Melanocorypha yeltoniensis	Mustakiuru	Svartlärka	Black Lark
3560	x	CALBRA	Calandrella brachydactyla	Lyhytvarvaskiuru	Korttålärka	Greater Short-toed Lark
3570	x	CALENS	Calandrella rufescens	Pikkukiuru	Dvärglärka	Lesser Short-toed Lark
3580	x	GALCRI	Galerida cristata	Töyhtökiuru	Tofslärka	Crested Lark
3590		LULARB	Lullula arborea	Kangaskiuru	Trädlärka	Woodlark
3600		ALAARV	Alauda arvensis	Kiuru	Sånglärka	Eurasian Skylark
3610	x	EREALP	Eremophila alpestris	Tunturikiuru	Berglärka	Horned Lark
3630		RIPRIP	Riparia riparia	Törmäpääsky	Backsvala	Sand Martin
3640	x	PTYRUP	Ptyonoprogne rupestris	Kalliopääsky	Klippsvala	Eurasian Crag Martin
3650		HIRRUS	Hirundo rustica	Haarapääsky	Ladusvala	Barn Swallow
3660		DELURB	Delichon urbicum	Räystäspääsky	Hussvala	Common House Martin
3670	x	CECDAU	Cecropis daurica	Ruostepääsky	Rostgumpsvala	Red-rumped Swallow
3690	x	ANTRIC	Anthus richardi	Isokirvinen	Större piplärka	Richard's Pipit
3700	x	ANTGOD	Anthus godlewskii	Mongoliankirvinen	Mongolpiplärka	Blyth's Pipit
3710	x	ANTCAM	Anthus campestris	Nummikirvinen	Fältpiplärka	Tawny Pipit
3720	x	ANTHOD	Anthus hodgsoni	Taigakirvinen	Sibirisk piplärka	Olive-backed Pipit
3730		ANTTRI	Anthus trivialis	Metsäkirvinen	Trädpiplärka	Tree Pipit
3740	x	ANTGUS	Anthus gustavi	Tundrakirvinen	Tundrapiplärka	Pechora Pipit
3750		ANTPRA	Anthus pratensis	Niittykirvinen	Ängspiplärka	Meadow Pipit
3760		ANTCER	Anthus cervinus	Lapinkirvinen	Rödstrupig piplärka	Red-throated Pipit
3770		ANTPET	Anthus petrosus	Luotokirvinen	Skärpiplärka	Eurasian Rock Pipit
3780		MOTFLA	Motacilla flava	Keltavästäräkki	Gulärla	Yellow Wagtail
3790	x	MOTCIT	Motacilla citreola	Sitruunavästäräkki	Citronärla	Citrine Wagtail
3800	x	MOTCIN	Motacilla cinerea	Virtavästäräkki	Forsärla	Grey Wagtail
3810		MOTALB	Motacilla alba	Västäräkki	Sädesärla	White Wagtail
3830		BOMGAR	Bombycilla garrulus	Tilhi	Sidensvans	Bohemian Waxwing
3850		CINCIN	Cinclus cinclus	Koskikara	Strömstare	White-throated Dipper
3870		TROTRO	Troglodytes troglodytes	Peukaloinen	Gärdsmyg	Winter Wren
3890		PRUMOD	Prunella modularis	Rautiainen	Järnsparv	Dunnock
3900	x	PRUMON	Prunella montanella	Taigarautiainen	Sibirisk järnsparv	Siberian Accentor
3910	x	PRUATR	Prunella atrogularis	Mustakurkkurautiainen	Svartstrupig järnsparv	Black-throated Accentor
3920	x	PRUCOL	Prunella collaris	Alppirautiainen	Alpjärnsparv	Alpine Accentor
3940	x	CERGAL	Cercotrichas galactotes	Ruostepyrstö	Trädnäktergal	Rufous-tailed Scrub Robin
3950		ERIRUB	Erithacus rubecula	Punarinta	Rödhake	European Robin
3960		LUSLUS	Luscinia luscinia	Satakieli	Näktergal	Thrush Nightingale
3970	x	LUSMEG	Luscinia megarhynchos	Etelänsatakieli	Sydnäktergal	Common Nightingale
3980		LUSSVE	Luscinia svecica	Sinirinta	Blåhake	Bluethroat
3990	x	CALCAL	Calliope calliope	Rubiinisatakieli	Rubinnäktergal	Siberian Rubythroat
4000	x	TARCYA	Tarsiger cyanurus	Sinipyrstö	Tajgablåstjärt	Red-flanked Bluetail
4010	x	PHOOCH	Phoenicurus ochruros	Mustaleppälintu	Svart rödstjärt	Black Redstart
4020		PHOPHO	Phoenicurus phoenicurus	Leppälintu	Rödstjärt	Common Redstart
4030		SAXTRA	Saxicola rubetra	Pensastasku	Buskskvätta	Whinchat
4040	x	SAXCAP	Saxicola caprata	Nokitasku	Svart buskskvätt	Pied Bush Chat
4050	x	SAXMAU	Saxicola maurus	Sepeltasku	Vitgumpad buskskvätta	Siberian Stonechat
4060	x	SAXOLA	Saxicola rubicola	Mustapäätasku	Svarthakad buskskvätta	European Stonechat
4070	x	OENISA	Oenanthe isabellina	Arotasku	Isabellastenskvätta	Isabelline Wheatear
4080		OENOEN	Oenanthe oenanthe	Kivitasku	Stenskvätta	Northern Wheatear
4090	x	OENPLE	Oenanthe pleschanka	Nunnatasku	Nunnestenskvätta	Pied Wheatear
4100	x	OENHIS	Oenanthe hispanica	Rusotasku	Medelhavsstenskvätta	Black-eared Wheatear
4110	x	OENDES	Oenanthe deserti	Aavikkotasku	Ökenstenskvätta	Desert Wheatear
4120	x	MONSAX	Monticola saxatilis	Kivikkorastas	Stentrast	Common Rock Thrush
4130	x	MONSOL	Monticola solitarius	Sinirastas	Blåtrast	Blue Rock Thrush
4140	x	ZOODAU	Zoothera dauma	Kirjorastas	Guldtrast	White's Thrush
4150	x	CATUST	Catharus ustulatus	Korpirastas	Beigekindad skogstrast	Swainson's Thrush
4160	x	TURTOR	Turdus torquatus	Sepelrastas	Ringtrast	Ring Ouzel
4170		TURMER	Turdus merula	Mustarastas	Koltrast	Common Blackbird
4180	x	TUROBS	Turdus obscurus	Harmaakurkkurastas	Gråhalsad trast	Eyebrowed Thrush
4190	x	TURNAU	Turdus naumanni	Ruosterastas	Rödtrast	Naumann's Thrush
4200	x	TUREUN	Turdus eunomus	Ruostesiipirastas	Bruntrast	Dusky Thrush
4210	x	TURATR	Turdus atrogularis	Mustakaularastas	Svarthalsad trast	Black-throated Thrush
4220		TURPIL	Turdus pilaris	Räkättirastas	Björktrast	Fieldfare
4230		TURPHI	Turdus philomelos	Laulurastas	Taltrast	Song Thrush
4240		TURILI	Turdus iliacus	Punakylkirastas	Rödvingetrast	Redwing
4250		TURVIS	Turdus viscivorus	Kulorastas	Dubbeltrast	Mistle Thrush
4270	x	LOCCER	Locustella certhiola	Sarasirkkalintu	Starrsångare	Pallas's Grasshopper Warbler
4280	x	LOCLAN	Locustella lanceolata	Viirusirkkalintu	Träsksångare	Lanceolated Warbler
4290		LOCNAE	Locustella naevia	Pensassirkkalintu	Gräshoppsångare	Common Grasshopper Warbler
4300		LOCFLU	Locustella fluviatilis	Viitasirkkalintu	Flodsångare	River Warbler
4310	x	LOCLUS	Locustella luscinioides	Ruokosirkkalintu	Vassångare	Savi's Warbler
4320	x	IDUAED	Iduna aedon	Paksunokkakerttunen	Tjocknäbbad sångare	Thick-billed Warbler
4330	x	IDUCAL	Iduna caligata	Pikkukultarinta	Stäppsångare	Booted Warbler
4340	x	IDURAM	Iduna rama	Aavikkokultarinta	Saxaulsångare	Syke's Warbler
4350	x	IDUPAL	Iduna pallida	Vaaleakultarinta	Eksångare	Eastern Olivaceous Warbler
4360		HIPICT	Hippolais icterina	Kultarinta	Härmsångare	Icterine Warbler
4370	x	ACROLA	Acrocephalus paludicola	Sarakerttunen	Vattensångare	Aquatic Warbler
4380		ACRSCH	Acrocephalus schoenobaenus	Ruokokerttunen	Sävsångare	Sedge Warbler
4390	x	ACRAGR	Acrocephalus agricola	Kenttäkerttunen	Fältsångare	Paddyfield Warbler
4400		ACRDUM	Acrocephalus dumetorum	Viitakerttunen	Busksångare	Blyth's Reed Warbler
4410		ACRRIS	Acrocephalus palustris	Luhtakerttunen	Kärrsångare	Marsh Warbler
4420		ACRSCI	Acrocephalus scirpaceus	Rytikerttunen	Rörsångare	Eurasian Reed Warbler
4430		ACRARU	Acrocephalus arundinaceus	Rastaskerttunen	Trastsångare	Great Reed Warbler
4440	x	SYLUND	Sylvia undata	Ruskokerttu	Provencesångare	Dartford Warbler
4450	x	SYLCAN	Sylvia cantillans	Rusorintakerttu	Rödstrupig sångare	Subalpine Warbler
4460	x	SYLMEL	Sylvia melanocephala	Samettipääkerttu	Sammetshätta	Sardinian Warbler
4470	x	SYLRUP	Sylvia ruppeli	Mustakurkkukerttu	Svarthakad sångare	RÃ¼ppell's Warbler
4480	x	SYLNAN	Sylvia nana	Kääpiökerttu	Ökensångare	Asian Desert Warbler 
4490	x	SYLNIS	Sylvia nisoria	Kirjokerttu	Höksångare	Barred Warbler
4500		SYLCUR	Sylvia curruca	Hernekerttu	Ärtsångare	Lesser Whitethroat
4510		SYLCOM	Sylvia communis	Pensaskerttu	Törnsångare	Common Whitethroat
4520		SYLBOR	Sylvia borin	Lehtokerttu	Trädgårdssångare	Garden Warbler
4530		SYLATR	Sylvia atricapilla	Mustapääkerttu	Svarthätta	Eurasian Blackcap
4540	x	PHYCOR	Phylloscopus coronatus	Amurinuunilintu	Östlig kronsångare	Eastern Crowned Warbler
4550	x	PHYNIT	Phylloscopus nitidus	Kaukasianuunilintu	Kaukasisk lundsångare	Green Warbler
4560	x	PHYPLU	Phylloscopus plumbeitarsus	Burjatianuunilintu	Sibirisk lundsångare	Two-barred Warbler
4570	x	PHYDES	Phylloscopus trochiloides	Idänuunilintu	Lundsångare	Greenish Warbler
4580	x	PHYBOR	Phylloscopus borealis	Lapinuunilintu	Nordsångare	Arctic Warbler
4590	x	PHYPRO	Phylloscopus proregulus	Hippiäisuunilintu	Kungsfågelsångare	Pallas's Leaf Warbler
4600	x	PHYINO	Phylloscopus inornatus	Taigauunilintu	Tajgasångare	Yellow-browed Warbler
4610	x	PHYHUM	Phylloscopus humei	Kashmirinuunilintu	Bergstajgasångare	Hume's Leaf Warbler
4620	x	PHYSCH	Phylloscopus schwarzi	Siperianuunilintu	Videsångare	Radde's Warbler
4630	x	PHYFUS	Phylloscopus fuscatus	Ruskouunilintu	Brunsångare	Dusky Warbler
4640	x	PHYBON	Phylloscopus bonelli	Vuoriuunilintu	Bergsångare	Western Bonelli's Warbler
4650	x	PHYORI	Phylloscopus orientalis	Balkaninuunilintu	Balkansångare	Eastern Bonelli's Warbler
4660		PHYSIB	Phylloscopus sibilatrix	Sirittäjä	Grönsångare	Wood Warbler
4670		PHYCOL	Phylloscopus collybita	Tiltaltti	Gransångare	Common Chiffchaff
4680	x	PHYIBE	Phylloscopus ibericus	Iberiantiltaltti	Iberisk gransångare	Iberian Chiffchaff
4690		PHYLUS	Phylloscopus trochilus	Pajulintu	Lövsångare	Willow Warbler
4700		REGREG	Regulus regulus	Hippiäinen	Kungsfågel	Goldcrest
4710	x	REGIGN	Regulus ignicapilla	Tulipäähippiäinen	Brandkronad kungsfågel	Common Firecrest
4730		MUSSTR	Muscicapa striata	Harmaasieppo	Grå flugsnappare	Spotted Flycatcher
4740	x	FICPAR	Ficedula parva	Pikkusieppo	Mindre flugsnappare	Red-breasted Flycatcher
4750	x	FICLLA	Ficedula albicilla	Idänpikkusieppo	Tajgaflugsnappare	Taiga Flycatcher
4760	x	FICALB	Ficedula albicollis	Sepelsieppo	Halsbandsflugsnappare	Collared Flycatcher
4770		FICHYP	Ficedula hypoleuca	Kirjosieppo	Svartvit flugsnappare	European Pied Flycatcher
4790		PANBIA	Panurus biarmicus	Viiksitimali	Skäggmes	Bearded Reedling
4810		AEGCAU	Aegithalos caudatus	Pyrstötiainen	Stjärtmes	Long-tailed Tit
4830	x	CYACYA	Cyanistes cyanus	Valkopäätiainen	Azurmes	Azure Tit
4840		CYACAE	Cyanistes caeruleus	Sinitiainen	Blåmes	Eurasian Blue Tit
4850		PARMAJ	Parus major	Talitiainen	Talgoxe	Great Tit
4860		PERATE	Periparus ater	Kuusitiainen	Svartmes	Coal Tit
4870		LOPCRI	Lophophanes cristatus	Töyhtötiainen	Tofsmes	European Crested Tit
4880	x	POEPAL	Poecile palustris	Viitatiainen	Entita	Marsh Tit
4890		POEMON	Poecile montanus	Hömötiainen	Talltita	Willow Tit
4900		POECIN	Poecile cinctus	Lapintiainen	Lappmes	Grey-headed Chickadee
4920	x	SITEUR	Sitta europaea	Pähkinänakkeli	Nötväcka	Eurasian Nuthatch
4940		CERFAM	Certhia familiaris	Puukiipijä	Trädkrypare	Eurasian Treecreeper
4960	x	REMPEN	Remiz pendulinus	Pussitiainen	Pungmes	Eurasian Penduline Tit
4980		ORIORI	Oriolus oriolus	Kuhankeittäjä	Sommargylling	Eurasian Golden Oriole
5000	x	LANISA	Lanius isabellinus	Punapyrstölepinkäinen	Isabellatörnskata	Isabelline Shrike
5010		LANCOL	Lanius collurio	Pikkulepinkäinen	Törnskata	Red-backed Shrike
5020	x	LANMIN	Lanius minor	Mustaotsalepinkäinen	Svartpannad törnskata	Lesser Grey Shrike
5030		LANEXC	Lanius excubitor	Isolepinkäinen	Varfågel	Great Grey Shrike
5040	x	LANMER	Lanius meridionalis	Etelänisolepinkäinen	Ökenvarfågel	Southern Grey Shrike
5050	x	LANSEN	Lanius senator	Punapäälepinkäinen	Rödhuvad törnskata	Woodchat Shrike
5060	x	LANNUB	Lanius nubicus	Valko-otsalepinkäinen	Masktörnskata	Masked Shrike
5080		GARGLA	Garrulus glandarius	Närhi	Nötskrika	Eurasian Jay
5090		PERINF	Perisoreus infaustus	Kuukkeli	Lavskrika	Siberian Jay
5100		PICPIC	Pica pica	Harakka	Skata	Common Magpie
5110		NUCCAR	Nucifraga caryocatactes	Pähkinähakki	Nötkråka	Spotted Nutcracker
5120		CORMON	Corvus monedula	Naakka	Kaja	Western Jackdaw
5130	x	CORDAU	Corvus dauuricus	Idännaakka	Klippkaja	Daurian Jackdaw
5140		CORFRU	Corvus frugilegus	Mustavaris	Råka	Rook
5150		CORNIX	Corvus corone cornix	Varis	Kråka	Hooded Crow
5160		CORRAX	Corvus corax	Korppi	Korp	Northern Raven
5180		STUVUL	Sturnus vulgaris	Kottarainen	Stare	Common Starling
5190	x	PASROS	Pastor roseus	Punakottarainen	Rosenstare	Rosy Starling
5210		PASDOM	Passer domesticus	Varpunen	Gråsparv	House Sparrow
5220	x	PASHIS	Passer hispaniolensis	Pensasvarpunen	Spansk sparv	Spanish Sparrow
5230		PASMON	Passer montanus	Pikkuvarpunen	Pilfink	Eurasian Tree Sparrow
5250		FRICOE	Fringilla coelebs	Peippo	Bofink	Common Chaffinch
5260		FRIMON	Fringilla montifringilla	Järripeippo	Bergfink	Brambling
5270	x	SERSER	Serinus serinus	Keltahemppo	Gulhämpling	European Serin
5280		CARCHL	Carduelis chloris	Viherpeippo	Grönfink	European Greenfinch
5290		CARCAR	Carduelis carduelis	Tikli	Steglits	European Goldfinch
5300		CARSPI	Carduelis spinus	Vihervarpunen	Grönsiska	Eurasian Siskin
5310		CARCAN	Carduelis cannabina	Hemppo	Hämpling	Common Linnet
5320	x	CARRIS	Carduelis flavirostris	Vuorihemppo	Vinterhämpling	Twite
5330		CARMEA	Carduelis flammea	Urpiainen	Gråsiska	Common Redpoll
5340		CARHOR	Carduelis hornemanni	Tundraurpiainen	Snösiska	Arctic Redpoll
5350	x	LOXLEU	Loxia leucoptera	Kirjosiipikäpylintu	Bändelkorsnäbb	Two-barred Crossbill
5360		LOXCUR	Loxia curvirostra	Pikkukäpylintu	Mindre korsnäbb	Red Crossbill
5370		LOXPYT	Loxia pytyopsittacus	Isokäpylintu	Större korsnäbb	Parrot Crossbill
5380	x	BUCGIT	Bucanetes githagineus	Aavikkotulkku	Ökentrumpetare	Trumpeter Finch
5390		CARERY	Carpodacus erythrinus	Punavarpunen	Rosenfink	Common Rosefinch
5400		PINENU	Pinicola enucleator	Taviokuurna	Tallbit	Pine Grosbeak
5410		PYRPYR	Pyrrhula pyrrhula	Punatulkku	Domherre	Eurasian Bullfinch
5420		COCCOC	Coccothraustes coccothraustes	Nokkavarpunen	Stenknäck	Hawfinch
5440	x	DENSTR	Dendroica striata	Viirukerttuli	Vitkindad skogssångare	Blackpoll Warbler  
5460	x	PASILI	Passerella iliaca	Kettusirkku	Rävsparv	Fox Sparrow
5470	x	ZONALB	Zonotrichia albicollis	Valkokurkkusirkku	Vitstrupig sparv	White-throated Sparrow
5480		CALLAP	Calcarius lapponicus	Lapinsirkku	Lappsparv	Lapland Longspur
5490		PLENIV	Plectrophenax nivalis	Pulmunen	Snösparv	Snow Bunting
5500	x	EMBSPO	Emberiza spodocephala	Harmaapääsirkku	Gråhuvad sparv	Black-faced Bunting
5510	x	EMBLEU	Emberiza leucocephalos	Mäntysirkku	Tallsparv	Pine Bunting
5520		EMBCIT	Emberiza citrinella	Keltasirkku	Gulsparv	Yellowhammer
5530		EMBHOR	Emberiza hortulana	Peltosirkku	Ortolansparv	Ortolan Bunting
5540	x	EMBBUC	Emberiza buchanani	Kivikkosirkku	Bergortolan	Grey-necked Bunting
5550	x	EMBCAE	Emberiza caesia	Ruostekurkkusirkku	Rostsparv	Cretzschmar's Bunting
5560		EMBRUS	Emberiza rustica	Pohjansirkku	Videsparv	Rustic Bunting
5570	x	EMBPUS	Emberiza pusilla	Pikkusirkku	Dvärgsparv	Little Bunting
5580	x	EMBRUT	Emberiza rutila	Kastanjasirkku	Rödbrun sparv	Chestnut Bunting
5590	x	EMBAUR	Emberiza aureola	Kultasirkku	Gyllensparv	Yellow-breasted Bunting
5600		EMBSCH	Emberiza schoeniclus	Pajusirkku	Sävsparv	Common Reed Bunting
5610	x	EMBMEL	Emberiza melanocephala	Mustapääsirkku	Svarthuvad sparv	Black-headed Bunting
5620	x	EMBCAL	Emberiza calandra	Harmaasirkku	Kornsparv	Corn Bunting
